alcohol	citric acid	volatile acidity:pH:residual sugar	quality
9.6	0.45	nan:3.13:3.3	low
9.0	0.58	0.43:3.06:1.9	low
		0.45:3.21:2.2	medium
	0.31	nan:nan:2.25	low
11.3	0.23	0.78:nan:2.6	low
	0.32	0.98:3.25:nan	low
	0.23	0.78:3.37:2.6	low
9.1	0.18	nan:3.44:1.8	low
9.7	0.23	0.64:3.28:nan	low
9.4		0.66:3.4:nan	low
	0.48	0.38:nan:nan	low
10.7	0.0	nan:nan:4.25	low
9.8	0.24	nan:3.48:2.6	low
9.0	0.51	0.49:3.03:2.0	low
9.4	0.32	0.48:3.32:nan	low
		0.47:3.31:2.7	low
		0.47:3.9:1.3	medium
9.5	0.02	0.65:3.47:2.1	medium
9.5		nan:nan:2.1	medium
9.7	0.28	0.615:3.31:3.2	low
10.8	0.55	0.38:3.11:2.1	medium
10.1	0.43	1.02:3.08:nan	medium
9.5		0.65:3.47:2.1	medium
9.4	0.02	0.64:3.47:nan	medium
9.6	0.48	nan:3.32:2.6	low
9.7		0.765:3.29:1.6	low
9.9	0.15	1.035:3.37:6.0	low
10.0	0.08	0.78:3.4:nan	low
	0.19	nan:3.37:3.0	low
11.6	0.12	0.545:3.34:2.5	medium
10.0	0.47	0.31:nan:1.6	medium
	0.43	1.025:3.06:2.8	low
9.5	0.34	0.565:3.38:3.0	low
9.4	0.0	0.69:3.36:3.2	low
9.4		0.43:nan:2.3	low
9.8	0.28	0.74:3.28:nan	low
9.2		0.49:3.29:2.7	medium
9.4	0.36	0.43:3.34:2.3	low
	0.11	0.46:3.21:2.6	low
9.6	0.04	nan:nan:2.0	low
9.5		0.66:3.46:nan	low
9.6	0.04	0.56:3.22:2.0	low
9.2	0.24	0.48:3.1:2.85	low
10.0		0.42:3.21:2.7	low
	0.3	0.31:2.94:2.2	low
11.2	0.1	1.115:nan:3.1	low
10.4	0.17	nan:nan:nan	low
11.1	0.09	0.72:3.43:nan	medium
9.5	0.02	nan:3.46:1.8	low
9.5		0.57:3.46:1.8	low
		0.865:3.61:3.2	medium
	0.66	0.55:3.17:2.3	low
11.5	0.13	nan:3.44:nan	low
9.6	0.03	0.835:3.39:2.1	low
	0.34	0.45:nan:nan	low
		0.56:3.48:2.0	low
9.5	0.1	0.965:3.26:2.1	low
9.5	0.1	0.965:nan:2.1	low
9.3		0.59:3.5:2.5	medium
9.2		nan:3.1:2.8	low
9.3	0.0	nan:nan:2.4	low
11.5	0.29	0.76:3.45:nan	medium
9.5	0.24	0.53:3.21:nan	low
9.2	0.0	nan:nan:1.9	low
10.0	0.58	0.41:3.13:2.8	low
9.5	0.54	0.39:3.13:2.7	low
9.5	0.18	0.51:3.52:2.1	medium
9.0		0.34:3.3:2.5	medium
	0.4	0.33:3.3:2.6	low
9.6		nan:3.52:2.1	medium
9.5	0.18	0.51:3.52:2.1	medium
9.5	0.1	0.65:3.29:2.9	low
	0.1	0.65:3.29:2.9	low
9.4	0.13	0.54:3.39:2.5	low
9.5	0.1	nan:nan:nan	low
9.1	0.68	0.48:3.09:nan	medium
	0.07	0.91:3.51:1.9	medium
11.2	0.01	0.98:3.6:2.0	medium
9.8		0.87:3.25:2.2	low
9.8	0.0	0.87:3.25:2.2	low
9.2		0.42:3.19:2.5	low
9.7		0.58:3.23:2.8	low
	0.26	0.655:3.25:2.0	low
10.0	0.0	0.7:3.31:nan	medium
		0.655:3.25:2.0	low
9.5	0.11	0.68:3.31:nan	medium
9.5	0.1	0.67:3.31:3.0	medium
	0.18	0.59:nan:2.9	low
		0.6:3.45:nan	low
9.7		0.59:3.55:nan	medium
9.6	0.01	0.72:3.39:nan	low
9.7	0.02	0.59:3.55:2.3	medium
	0.26	0.685:nan:2.4	low
9.4	0.27	0.57:3.27:2.3	low
9.5	0.29	0.4:3.3:1.8	medium
9.5	0.3	0.4:3.31:1.8	medium
	0.0	1.0:3.43:3.0	low
10.3	0.18	0.765:3.4:2.4	medium
10.3	0.17	0.635:nan:2.4	medium
10.5	0.3	0.43:3.36:3.4	low
9.8	0.03	0.52:3.5:2.6	low
	0.0	0.57:3.31:nan	medium
9.8	0.14	0.46:nan:2.4	low
10.0	0.05	nan:nan:2.4	low
9.8	0.14	nan:3.66:2.4	low
9.8	0.01	nan:3.55:2.5	low
9.5	0.41	0.35:3.21:2.3	low
	0.41	0.35:3.21:2.3	low
10.1	0.24	0.56:3.18:2.2	medium
	0.24	nan:3.18:nan	medium
9.3	0.17	0.63:3.09:2.9	low
9.7	0.43	0.37:3.33:nan	medium
9.6	0.17	nan:3.23:2.9	low
9.7	0.02	0.61:3.48:2.5	medium
10.8	0.0	0.6:3.38:2.6	low
12.5	0.54	0.27:3.17:2.3	medium
10.2	0.3	0.89:2.99:nan	low
9.6	0.31	0.46:3.1:2.5	low
10.8	0.44	0.37:nan:nan	high
10.7	0.34	0.5:3.29:3.6	medium
10.7	0.34	nan:3.29:3.6	medium
9.4	0.08	0.61:nan:4.0	low
10.0		nan:3.23:3.3	low
12.9	0.0	0.585:nan:nan	high
9.6		0.56:3.24:2.5	medium
9.9	0.22	0.52:3.26:2.7	medium
		0.28:3.33:2.4	high
12.5		0.25:3.27:2.0	high
12.8	0.4	0.28:nan:2.4	high
9.2	0.12	0.53:nan:1.9	low
10.3	0.31	0.48:3.22:2.8	medium
	0.1	0.49:3.3:2.6	low
	0.55	0.5:nan:2.8	medium
10.8	0.33	0.45:3.24:2.5	low
11.4	0.24	nan:3.44:2.1	low
11.3	0.54	0.41:3.21:2.8	medium
		0.45:3.24:2.5	low
10.5	0.19	0.51:3.23:nan	medium
11.9	0.42	0.29:3.28:1.6	medium
9.4	0.0	0.715:3.29:nan	low
9.6	0.15	nan:nan:nan	low
		0.685:3.34:nan	low
14.0	0.0	nan:3.71:2.1	high
	0.13	0.54:3.61:2.0	low
9.8	0.13	0.54:3.61:2.0	low
10.3	0.28	0.48:3.24:nan	low
10.7	0.14	0.46:3.36:2.8	low
11.0	0.34	0.27:3.4:2.3	high
10.7	0.14	0.46:3.36:2.8	low
12.7		0.57:nan:2.3	high
	0.08	0.61:nan:2.1	medium
10.9	0.07	nan:3.38:2.5	low
11.1	0.08	0.61:3.56:2.1	medium
9.9	0.42	0.44:3.38:1.5	low
9.9	0.44	0.47:3.38:1.6	low
9.4	0.26	0.685:3.32:1.6	low
9.3	0.1	nan:nan:1.5	low
11.7	0.28	0.28:3.26:2.4	high
11.7		0.28:3.26:2.4	high
11.2	0.35	0.31:3.24:1.6	high
10.0	0.04	0.5:nan:nan	low
12.1	0.47	0.42:3.24:2.65	high
10.3	0.0	0.66:3.45:nan	low
10.9		0.5:3.23:2.6	medium
9.4	0.35	0.685:3.28:2.0	low
10.6	0.46	nan:3.18:1.7	medium
9.8		0.64:nan:1.8	low
	0.21	0.64:3.59:nan	low
9.9	0.16	nan:3.5:1.8	medium
9.8	0.21	nan:3.59:1.8	low
9.8	0.21	nan:3.58:1.6	low
	0.44	0.43:nan:1.9	low
	0.44	0.43:3.28:1.9	low
9.7		0.42:3.22:2.5	low
10.9	0.39	0.36:3.47:1.5	medium
10.9	0.39	0.36:3.47:nan	medium
11.7		0.735:3.51:nan	high
10.9	0.39	0.36:3.47:1.5	medium
11.3	0.34	nan:3.4:2.5	high
10.6	0.47	0.28:nan:1.7	high
11.2		0.56:nan:nan	medium
9.5		0.62:nan:2.7	low
	0.66	1.01:nan:2.0	medium
10.4		0.42:3.24:nan	low
9.7	0.06	0.62:3.51:2.5	low
9.5	0.06	nan:3.51:2.7	low
		0.635:3.51:2.6	low
11.3		0.49:3.41:2.3	medium
11.2		0.51:3.4:2.0	medium
11.2	0.22	0.56:3.4:1.8	medium
10.9	0.03	0.63:nan:2.0	medium
11.8	0.01	0.715:3.41:nan	medium
10.6	0.03	0.56:3.53:nan	low
10.0	0.24	0.35:nan:nan	low
11.1	0.37	nan:3.23:1.6	high
11.8	0.46	0.38:nan:2.1	high
11.8	0.4	0.31:3.31:2.8	high
	0.0	nan:3.4:nan	low
11.8	0.01	0.715:nan:nan	medium
10.0	0.19	0.61:3.22:4.0	medium
9.5		0.6:3.53:2.5	low
9.9	0.18	0.56:3.15:1.6	low
11.4	0.0	0.715:nan:2.1	medium
		0.31:3.22:3.1	medium
	0.04	0.6:3.53:2.5	low
10.0	0.19	0.61:3.22:4.0	medium
10.5		0.75:3.34:nan	low
	0.12	0.8:nan:2.4	medium
12.1	0.38	nan:3.15:2.6	high
11.2	0.0	0.57:nan:2.5	medium
9.3	0.34	nan:3.22:6.6	low
10.1	0.24	nan:3.44:2.0	low
	0.03	0.66:3.53:2.3	low
9.3	0.23	nan:3.22:1.9	medium
	0.03	0.66:3.53:2.3	low
9.8	0.03	0.63:3.53:nan	medium
10.7		0.59:3.42:2.3	medium
12.5	0.39	0.31:3.31:2.4	high
10.7	0.01	nan:nan:2.3	medium
12.5	0.39	nan:3.31:2.4	high
11.0	0.02	nan:3.48:3.4	low
11.8	0.36	0.31:3.4:2.6	low
10.8	0.1	0.635:3.58:nan	high
10.8		0.635:nan:2.4	high
10.8		nan:nan:6.0	high
10.8	0.06	0.59:3.41:nan	high
9.5	0.2	0.58:3.23:3.0	low
11.0	0.27	nan:3.39:2.6	low
11.5	0.0	0.56:3.59:2.2	medium
10.8	0.13	nan:3.43:2.4	medium
	0.39	nan:3.29:nan	medium
13.2	0.48	nan:3.23:3.8	medium
10.9	0.46	0.28:3.18:9.0	medium
12.2	0.44	0.46:3.33:2.9	medium
		nan:3.27:nan	high
	0.39	0.305:3.29:1.2	medium
11.9	0.4	0.315:nan:2.2	medium
11.0	0.19	0.715:3.62:1.5	low
10.1	0.31	0.41:nan:8.8	medium
11.0	0.32	0.36:3.3:2.2	medium
	0.12	0.62:nan:1.8	medium
10.5	0.37	0.41:3.24:2.3	low
11.0	0.32	0.36:3.3:2.2	medium
11.8	0.12	0.62:3.38:1.8	medium
	0.31	0.41:3.38:8.8	medium
11.2	0.27	nan:3.18:2.3	low
11.0	0.36	0.22:3.47:nan	high
10.2	0.33	0.24:3.47:nan	medium
9.2		0.67:3.2:nan	low
	0.27	0.47:3.18:2.3	low
		nan:3.3:3.3	high
10.5	0.01	0.61:3.69:1.9	low
	0.01	0.61:3.48:nan	low
9.5		0.4:3.45:1.9	medium
9.8	0.01	0.61:3.48:2.0	low
10.5	0.01	0.61:3.69:1.9	low
11.8	0.38	0.3:3.39:2.3	medium
11.8	0.38	0.3:3.39:2.3	medium
		nan:nan:1.4	low
12.9	0.38	nan:3.34:2.8	high
		nan:3.61:1.6	low
12.4	0.52	nan:3.36:2.2	high
12.5	0.49	0.27:3.19:5.0	high
10.0	0.4	nan:3.22:2.6	high
	0.34	0.5:3.24:2.3	high
12.1	0.49	nan:3.27:3.8	high
11.1	0.42	nan:nan:nan	high
12.0	0.58	0.44:3.29:nan	high
12.4	0.48	0.28:3.26:2.1	high
11.9	0.45	0.12:nan:nan	high
11.9		0.12:nan:1.8	high
	0.45	0.12:3.41:nan	high
12.4	0.48	0.28:3.26:2.1	high
11.2	0.4	0.31:3.31:2.2	high
12.1	0.48	0.34:3.2:2.1	high
12.2	0.4	nan:3.44:nan	medium
10.4	0.52	0.21:3.36:1.9	low
	0.52	0.36:3.31:2.1	medium
11.1	0.52	nan:3.29:2.0	medium
11.3	0.12	nan:3.47:2.3	high
10.0	0.05	0.59:nan:nan	low
	0.27	0.47:3.16:1.9	medium
9.3	0.14	nan:3.27:1.6	low
9.5	0.02	0.57:3.38:nan	low
11.2		0.27:3.15:2.0	medium
11.1	0.27	0.47:3.16:1.9	medium
	0.4	0.34:3.34:2.4	medium
11.9	0.41	0.38:3.13:2.4	high
9.2	0.2	0.66:nan:nan	low
12.2		0.4:3.2:2.4	medium
10.2		0.56:3.46:2.9	low
10.9		0.26:3.33:1.9	medium
10.9		0.26:3.33:1.9	medium
11.6	0.5	0.38:3.22:2.4	high
10.7		0.34:3.52:1.7	low
12.1	0.41	0.33:3.3:5.9	high
	0.3	0.41:3.44:2.1	low
9.4	0.3	0.41:3.44:2.1	low
9.1		0.59:3.15:nan	low
11.3	0.32	0.4:3.28:3.6	high
10.4	0.49	0.45:3.13:1.4	low
		0.5:3.32:1.9	medium
10.0		0.86:nan:nan	low
12.9		nan:3.34:nan	medium
10.5	0.3	0.5:3.32:1.9	medium
10.4	0.49	0.45:nan:1.4	low
	0.0	0.58:3.45:2.0	medium
11.4	0.39	0.34:nan:1.4	high
9.4	0.3	0.36:3.44:1.6	low
9.4	0.12	0.39:3.16:1.7	low
	0.4	0.295:3.14:1.5	medium
9.4	0.12	0.39:3.16:1.7	low
9.4	0.28	0.34:3.45:2.0	low
9.4	0.1	0.4:3.36:2.0	medium
9.4	0.28	0.34:3.45:2.0	low
		0.35:3.15:2.5	low
10.1		nan:3.39:2.0	medium
12.8	0.0	0.66:3.71:2.2	high
12.8		0.66:nan:2.2	high
9.1	0.34	0.84:nan:1.4	medium
12.9	0.0	nan:3.47:1.65	medium
	0.3	0.43:3.44:2.2	high
10.6		0.35:3.26:1.5	high
		0.29:nan:2.05	high
12.8	0.32	0.36:3.36:nan	high
	0.29	0.43:3.25:1.6	low
12.8	0.32	0.36:3.36:1.8	high
	0.33	nan:3.26:2.05	high
11.7	0.34	nan:3.26:2.0	high
12.0	0.4	0.35:3.23:nan	high
10.9	0.36	0.5:3.18:2.8	low
12.3	0.45	nan:3.25:1.7	high
10.4	0.31	0.32:3.17:nan	medium
10.0	0.15	1.005:3.23:2.1	low
10.0		nan:3.38:1.6	medium
	0.16	0.58:3.22:2.0	medium
11.4	0.46	0.39:3.06:2.2	medium
12.6	0.4	0.38:3.27:2.2	high
12.7	0.37	0.18:2.89:0.9	medium
	0.37	0.18:2.89:nan	medium
10.4	0.14	0.5:nan:1.8	low
11.9	0.66	0.36:3.2:nan	medium
11.9	0.66	0.36:nan:2.4	medium
	0.09	0.51:3.35:2.1	low
		0.32:nan:2.3	medium
	0.01	0.58:nan:nan	high
10.4	0.0	0.83:nan:2.8	medium
12.6	0.32	0.31:3.41:1.9	medium
11.6	0.0	0.795:3.49:nan	low
	0.21	0.34:3.37:2.5	medium
10.5		0.58:nan:1.8	high
11.5	0.0	nan:3.42:2.1	high
11.0		0.55:3.35:1.8	high
9.6	0.0	nan:3.36:4.1	low
		nan:3.3:2.6	medium
9.7	0.18	0.745:3.2:nan	medium
10.6		nan:3.17:2.4	high
12.5	0.34	0.31:3.22:2.5	high
9.2		0.91:3.35:1.8	low
12.6	0.41	0.41:3.24:nan	high
11.1	0.21	0.5:3.33:2.2	medium
		0.965:3.58:2.2	low
9.8	0.19	0.49:3.38:1.7	medium
11.1	0.21	0.5:3.33:2.2	medium
10.9	0.41	0.39:3.29:8.9	high
	0.33	0.39:3.36:3.3	medium
11.4	0.0	0.44:3.32:1.4	medium
10.7	0.0	0.78:3.31:1.7	medium
10.4		0.43:3.49:1.8	low
10.9	0.36	0.49:3.27:1.7	medium
10.8	0.36	nan:3.27:1.8	medium
10.4		0.43:3.49:1.8	low
9.2	0.59	0.46:nan:nan	low
12.9	0.05	0.605:nan:2.4	low
	0.42	0.33:3.38:2.3	high
9.1		0.64:3.13:2.0	medium
9.1		0.64:3.13:2.0	medium
12.1	0.53	0.48:3.21:4.0	high
		0.42:3.15:3.9	low
11.6	0.57	0.53:3.19:2.4	high
12.1	0.53	0.48:3.21:nan	high
	0.57	0.23:3.14:1.8	medium
12.5	0.5	nan:3.21:1.8	high
11.4	0.44	nan:3.3:1.9	medium
11.8	0.65	0.29:3.22:2.4	medium
11.8		0.74:3.28:2.0	medium
10.2	0.18	nan:3.29:nan	medium
	0.08	0.52:3.4:2.4	high
10.9	0.53	0.31:3.02:2.2	high
10.9	0.53	0.31:3.02:2.2	high
10.8	0.35	0.62:3.31:2.8	low
	0.45	0.33:3.18:1.5	high
9.2	0.2	0.77:3.2:nan	low
9.5	0.26	0.35:3.4:nan	medium
10.7	0.33	nan:3.31:nan	medium
9.2	0.2	0.77:3.2:8.1	low
10.2	0.34	0.25:3.44:2.0	high
11.4	0.56	0.32:3.15:2.0	medium
11.0	0.65	0.37:3.27:6.4	low
	0.65	0.37:nan:6.4	low
12.3		0.3:3.01:8.3	high
11.8	0.56	nan:3.16:nan	medium
12.3	0.68	nan:3.01:8.3	high
9.5	0.3	0.38:3.42:1.8	medium
	0.45	0.42:nan:2.4	medium
9.5	0.3	nan:3.42:1.8	medium
9.6	0.08	nan:nan:nan	low
11.6	0.4	0.34:3.38:4.7	high
11.2	0.42	0.19:3.29:1.6	medium
9.9	0.54	0.41:nan:nan	high
9.9	0.54	0.41:3.02:1.5	high
11.8		0.26:2.98:1.9	high
11.4	0.42	0.34:3.35:2.0	medium
11.5	0.09	0.54:3.43:2.0	medium
12.0	0.36	0.31:3.33:nan	high
10.8	0.09	0.725:3.35:5.5	medium
10.5	0.47	0.4:3.15:2.5	low
10.8	0.09	0.725:nan:5.5	medium
	0.38	0.52:nan:nan	low
12.5	0.45	0.31:3.15:2.1	high
		0.52:nan:1.5	low
12.4	0.42	0.34:nan:2.1	medium
12.0	0.27	nan:nan:2.1	medium
11.2	0.09	0.48:nan:1.7	medium
12.0	0.27	0.49:3.35:2.1	medium
12.4	0.34	0.48:nan:2.2	medium
12.8	0.28	0.57:3.41:2.1	low
12.3	0.42	0.23:3.21:1.9	medium
11.7	0.41	0.3:3.27:2.0	high
9.5	0.1	0.78:3.36:3.3	low
10.8		0.47:3.17:2.1	medium
10.0	0.0	0.53:3.25:nan	medium
12.3	0.27	0.42:3.78:nan	high
	0.41	nan:3.29:1.5	medium
9.5	0.39	0.24:nan:nan	medium
13.6	0.5	0.4:3.49:4.3	medium
11.3	0.07	0.69:3.38:2.5	medium
11.3	0.07	0.69:3.38:nan	medium
11.3	0.07	0.69:3.38:2.5	medium
13.3	0.12	0.39:3.3:2.1	medium
12.9	0.0	0.66:nan:2.5	low
	0.34	nan:3.2:nan	high
	0.0	0.5:3.44:1.8	medium
12.3	0.0	nan:3.45:1.4	medium
11.2	0.37	nan:3.12:1.9	medium
11.5	0.0	0.58:3.62:2.2	low
11.3	0.35	nan:3.14:1.7	high
13.5	0.26	0.29:3.39:1.7	medium
11.5	0.0	0.76:3.51:2.9	medium
10.0	0.33	0.43:3.22:2.7	low
10.5	0.35	0.43:3.21:3.3	medium
	0.0	0.6:3.18:1.9	medium
9.5	0.21	0.19:3.32:1.7	low
13.6		0.36:3.38:1.8	high
	0.07	nan:3.37:nan	high
	0.35	nan:3.3:1.7	high
11.9	0.43	nan:3.38:nan	medium
11.4	0.45	0.52:nan:2.0	medium
11.4	0.45	nan:nan:2.0	medium
9.1		0.41:3.14:3.7	low
	0.24	0.51:3.34:2.0	medium
	0.3	0.4:3.41:1.7	medium
	0.32	0.38:3.27:2.5	medium
11.4	0.11	nan:3.3:2.4	medium
	0.3	0.22:3.61:1.8	medium
10.1	0.23	0.32:3.43:2.3	low
10.4	0.43	nan:3.53:nan	medium
9.8		0.5:nan:1.8	medium
11.8		0.41:3.21:6.2	high
11.6	0.42	0.39:3.39:2.0	medium
12.0	0.47	0.35:3.23:2.0	medium
12.8	0.32	0.33:3.3:2.8	high
12.5		0.58:3.46:2.5	medium
9.8	0.25	0.6:3.15:2.2	low
	0.35	0.42:3.23:2.1	medium
	0.0	0.58:3.59:2.2	medium
9.8	0.25	nan:3.15:2.2	low
11.8		nan:3.33:1.75	high
	0.18	0.51:3.46:nan	high
	0.43	0.41:3.42:2.8	medium
10.8	0.43	0.41:3.16:2.2	low
11.1	0.57	0.36:3.14:2.3	high
10.2		0.45:3.21:nan	medium
11.8		0.32:3.14:2.3	high
10.0	0.24	0.785:3.29:1.7	low
10.0		nan:3.29:1.7	low
9.4	0.5	0.44:3.01:1.9	low
10.2		nan:2.94:2.0	low
12.4	0.39	0.33:3.32:2.5	high
12.0	0.27	0.34:3.21:2.8	medium
11.5	0.29	0.5:3.32:2.3	medium
	0.34	0.36:3.2:1.6	medium
10.8	0.0	nan:3.42:2.2	medium
12.3	0.46	0.42:nan:2.1	medium
9.5	0.31	nan:3.46:1.7	medium
9.5	0.31	0.36:3.46:1.7	medium
11.5	0.0	nan:nan:nan	medium
11.2		0.88:3.58:nan	low
12.7	0.0	nan:3.35:2.4	high
11.4	0.0	0.915:3.68:2.1	low
	0.33	nan:3.27:2.4	medium
11.0	0.33	0.35:3.27:2.4	medium
11.4	0.43	0.39:3.19:1.65	low
10.5	0.4	0.4:3.38:2.5	medium
9.3	0.07	nan:3.29:1.6	low
10.9	0.23	nan:nan:2.1	low
	0.3	0.43:3.33:2.0	medium
12.2	0.03	nan:3.52:7.8	low
11.9	0.3	0.43:nan:2.0	medium
10.9	0.23	0.64:nan:2.1	low
9.6	0.05	nan:3.3:1.8	low
12.5	0.57	0.4:3.28:4.6	medium
10.8	0.0	nan:3.56:2.3	low
12.4	0.37	0.25:3.52:2.5	high
	0.0	0.885:3.56:2.3	low
9.5	0.12	nan:3.22:1.8	medium
	0.22	0.43:3.52:1.8	medium
9.5	0.23	nan:3.21:2.3	medium
9.8	0.21	0.57:nan:1.5	medium
	0.26	0.26:3.15:2.0	medium
9.5	0.23	0.58:nan:nan	medium
9.8	0.21	0.57:nan:1.5	medium
11.2		0.34:3.27:1.9	high
11.7	0.39	0.42:nan:1.8	high
9.4	0.19	0.74:3.14:5.8	low
11.0	0.46	0.36:nan:2.1	high
11.0	0.46	nan:3.4:2.1	high
11.0	0.46	0.36:3.4:2.1	high
10.0		0.72:3.35:1.7	low
11.0	0.46	0.36:3.4:2.1	high
11.2	0.43	0.39:3.45:2.0	high
	0.02	0.65:nan:2.1	medium
9.3		0.44:3.32:2.1	low
10.4	0.02	0.65:nan:2.1	medium
10.5		0.38:3.15:1.9	medium
10.4	0.46	0.33:nan:1.9	medium
11.3	0.46	0.27:3.26:2.1	medium
9.5	0.31	0.57:nan:2.0	medium
12.0	0.37	0.34:3.23:1.9	medium
10.6	0.31	0.4:3.24:1.9	medium
10.9	0.4	0.39:nan:1.3	medium
11.5		0.32:3.28:nan	medium
	0.52	0.32:3.28:1.8	medium
9.6	0.22	0.53:3.26:nan	medium
12.0	0.47	0.36:3.23:2.2	medium
10.3	0.49	0.39:nan:2.5	medium
9.4		0.46:3.15:2.6	low
9.2	0.03	0.58:3.02:4.1	low
9.6		0.58:3.27:2.0	low
13.6	0.0	0.42:3.68:1.8	high
9.5	0.29	nan:nan:2.1	low
11.8	0.34	0.18:3.37:nan	medium
10.8	0.01	nan:3.38:nan	low
9.5	0.29	0.43:3.4:nan	low
9.3	0.37	nan:nan:2.2	low
12.8	0.01	0.75:3.39:nan	medium
11.5		0.33:3.3:12.9	low
9.4	0.0	nan:3.26:nan	medium
12.8	0.01	nan:3.39:2.2	medium
9.6		nan:3.38:2.5	low
11.8	0.0	nan:3.45:4.3	low
	0.2	nan:nan:1.7	low
9.8		0.37:nan:2.5	low
12.2		0.4:3.22:2.0	medium
9.5	0.22	nan:3.37:2.4	low
10.3	0.25	0.29:3.33:13.4	medium
10.5	0.19	0.55:3.49:1.8	low
10.0	0.07	nan:3.12:1.7	low
10.5		0.55:nan:1.8	low
11.1	0.33	nan:3.41:2.2	medium
	0.01	0.6:3.4:2.3	medium
10.9	0.01	0.6:3.4:2.3	medium
9.8	0.14	0.58:3.28:2.2	low
9.8	0.0	0.72:3.45:nan	low
9.5	0.0	nan:3.43:nan	low
10.9	0.06	0.7:3.4:nan	low
11.0		0.64:3.47:2.4	low
9.2	0.22	0.59:nan:1.8	low
11.0		nan:nan:4.8	medium
11.3	0.0	0.64:3.44:2.7	medium
11.3		0.64:3.44:2.7	medium
	0.68	0.635:3.02:1.8	low
11.2	0.0	nan:nan:nan	low
9.8		0.45:3.15:2.5	low
	0.0	nan:3.37:2.2	low
11.8	0.32	nan:3.38:nan	medium
10.3	0.05	0.57:nan:2.3	medium
10.3		0.57:nan:2.3	medium
11.4	0.5	nan:3.1:2.3	medium
9.5		0.41:3.47:2.0	medium
	0.03	0.49:3.5:1.8	high
	0.01	0.38:3.7:1.6	medium
11.7	0.2	nan:3.38:1.6	medium
11.2	0.0	0.46:3.5:1.9	low
9.3	0.2	0.58:3.1:2.0	low
11.2	0.13	0.58:nan:2.1	medium
9.5	0.22	0.715:3.24:nan	medium
12.0	0.4	0.4:3.28:6.3	low
	0.0	nan:3.35:1.9	medium
9.5	0.22	0.715:nan:2.3	medium
11.5	0.39	nan:3.14:1.7	high
10.4	0.2	0.46:3.37:nan	medium
	0.2	0.46:nan:1.9	medium
10.9	0.0	0.765:3.33:2.0	medium
10.2		0.63:3.26:2.7	medium
10.9	0.19	0.42:3.39:2.3	low
10.5	0.5	nan:nan:nan	low
12.4	0.44	0.16:nan:2.5	medium
		0.6:3.22:nan	low
10.2	0.3	0.6:3.3:4.5	low
10.2	0.3	0.6:3.3:nan	low
11.0	0.0	0.74:3.36:1.9	low
10.9		0.635:nan:2.1	medium
12.4		nan:3.62:2.4	medium
9.7	0.0	nan:nan:1.9	low
10.9	0.1	0.635:nan:2.1	medium
9.5		0.63:3.2:4.3	low
9.5	0.0	nan:3.2:4.3	low
12.1	0.14	0.53:3.35:nan	medium
12.2	0.0	nan:3.45:1.4	medium
	0.0	nan:3.5:2.1	low
12.5	0.0	0.645:3.78:2.15	medium
11.7		0.86:3.6:2.0	medium
11.2	0.32	0.37:3.3:2.1	medium
11.2	0.44	0.28:3.36:nan	low
9.2	0.21	nan:3.12:2.3	low
9.8		0.61:3.3:1.9	low
10.1	0.32	nan:3.29:2.5	low
11.1	0.09	0.68:3.41:3.9	low
10.1		0.69:3.29:2.5	low
9.2	0.1	0.62:nan:1.4	low
9.8		nan:nan:1.9	low
	0.15	0.51:nan:3.0	medium
10.5	0.21	1.18:3.34:nan	low
10.1	0.21	nan:nan:2.3	medium
10.1		0.36:3.4:nan	medium
9.8	0.27	0.63:3.26:2.0	medium
	0.0	0.74:4.01:1.2	medium
11.9	0.46	0.44:3.18:nan	medium
9.8	0.27	0.63:3.26:2.0	medium
9.1	0.68	0.76:2.9:1.7	medium
		0.66:3.26:2.6	low
12.5		0.74:nan:1.2	medium
11.4		0.34:3.18:1.8	low
	0.39	0.36:3.18:nan	high
10.6	0.24	0.46:3.39:1.7	medium
10.6	0.24	0.46:3.39:1.7	medium
		0.46:3.39:1.7	medium
10.6	0.24	0.46:nan:1.7	medium
9.3	0.11	nan:3.34:1.8	low
9.8		0.6:nan:2.1	medium
	0.26	0.6:3.29:nan	medium
9.2	0.26	0.87:3.26:nan	low
9.7	0.1	nan:3.09:1.7	medium
9.6		0.775:3.18:2.2	low
10.0	0.0	nan:3.39:2.0	low
12.6		0.58:3.38:nan	medium
	0.0	nan:3.36:1.4	low
9.5	0.0	nan:nan:1.4	low
9.5		0.5:3.36:1.4	low
10.5	0.02	0.51:3.36:1.7	medium
10.5	0.02	nan:3.36:nan	medium
10.5	0.02	0.51:3.36:1.7	medium
10.4	0.02	0.54:nan:nan	medium
	0.02	0.51:3.36:nan	medium
11.0	0.48	0.42:3.09:2.6	low
		0.44:3.25:2.3	medium
11.4	0.01	0.59:nan:2.1	low
9.5	0.03	0.655:3.34:1.8	low
9.5	0.03	nan:nan:1.8	low
10.8	0.0	0.57:3.41:2.8	low
10.0	0.29	0.6:3.34:2.0	low
11.8		0.62:3.32:2.3	medium
10.3	0.03	0.645:3.37:1.9	low
10.3	0.03	0.645:3.37:1.9	low
10.0	0.03	0.58:3.35:2.3	low
10.1	0.25	0.32:nan:1.8	low
10.1	0.25	0.34:3.36:1.8	low
11.1	0.24	0.43:nan:2.5	medium
9.5	0.17	0.64:3.28:nan	low
		0.475:3.07:1.4	medium
10.9	0.31	0.54:3.24:2.3	low
10.1	0.14	0.85:3.36:nan	low
